name,chime_event_id,ra_frb,dec_frb,b_err,a_err,theta,tags,frb_survey,DM,include,Localization & PATH note,HG/Science note,DESI quicklook
FRB20230410A,282159121,214.777446,25.457945,0.000556,0.006016,9.191534,CHIME-KKO,CHIME/FRB,643.359,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=214.777446&dec=25.457945&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20230615A,296798120,78.129327,61.669226,0.000556,0.009544,8.772203,CHIME-KKO,CHIME/FRB,695.928,yes,PATH needs to be re-rerun,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=78.129327&dec=61.669226&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20230317A,277059004,178.895043,72.352463,0.000556,0.004649,9.981233,CHIME-KKO,CHIME/FRB,696.737,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=178.895043&dec=72.352463&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20230222B,272367619,238.739123,30.898695,0.000556,0.003194,9.886957,CHIME-KKO,CHIME/FRB,188.034,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=238.739123&dec=30.898695&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20240210B,358105468,222.5218567,81.56315116,0.0005555555556,0.004839997307,4.8442888,CHIME-KKO,CHIME/FRB,630.4194946,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=222.521856683159&dec=81.5631511552434&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231219A,346002524,284.7418291,89.20393537,0.0005555555556,0.0103305112,-8.30465697,CHIME-KKO,CHIME/FRB,603.7307739,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=284.741829086379&dec=89.203935366993&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231225D,347603667,330.3371899,33.95084775,0.0005555555556,0.006851477597,8.898167507,CHIME-KKO,CHIME/FRB,473.1178894,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=330.337189890387&dec=33.9508477522979&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231206A,342760050,112.4428447,56.25627381,0.0005555555556,0.007695738694,11.32807125,CHIME-KKO,CHIME/FRB,457.7516785,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=112.442844732263&dec=56.256273806065&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231123C,338344597,4.089476248,20.02933386,0.0005555555556,0.003777349447,8.317726444,CHIME-KKO,CHIME/FRB,304.4938354,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=4.08947624816806&dec=20.0293338599506&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231127A,339188139,36.83516985,58.90869883,0.0005555555556,0.003968009929,11.15116951,CHIME-KKO,CHIME/FRB,412.4617615,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=36.835169851718&dec=58.9086988324928&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20240210C,358233910,325.604935,2.36546011,0.0005555555556,0.01995802763,6.681502444,CHIME-KKO,CHIME/FRB,380.9205627,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=325.604935008733&dec=2.3654601097712&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231118B,337199498,213.6797834,72.35021043,0.0005555555556,0.004659323118,4.141294479,CHIME-KKO,CHIME/FRB,317.4338074,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=213.679783420747&dec=72.3502104344804&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231007B,325442526,307.531693,72.892348,0.000556,0.003244,7.292682,CHIME-KKO,CHIME/FRB,202.5,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=307.531693&dec=72.892348&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
"FRB20231006B
",325287323,109.6199676,84.77613587,0.0005555555556,0.004455779374,-1.920916981,CHIME-KKO,CHIME/FRB,1252.3,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=109.619967609111&dec=84.7761358663834&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20230924A,321637098,193.366935,42.579857,0.000556,0.006217,10.024749,CHIME-KKO,CHIME/FRB,991.12,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=193.366935&dec=42.579857&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
"FRB20231223D
",347043008,144.00728,82.106836,0.000556,0.011758,-3.659827,CHIME-KKO,CHIME/FRB,729,yes,,,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=144.00728&dec=82.106836&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20230409B,281936786,148.5490301,61.1478697,0.0003267973856,0.009277168275,15.02127076,CHIME-KKO,CHIME/FRB,408.8223877,no,REMOVE: this is a duplicate,,
FRB20230929A,323111021,347.27278,48.714685,0.000556,0.015644,10.456053,CHIME-KKO,CHIME/FRB,222.41,no,,R117: FRB20220912A,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=347.27278&dec=48.714685&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
FRB20231008A,325634353,347.2750477,48.72042195,0.0005555555556,0.01517299559,10.85017785,CHIME-KKO,CHIME/FRB,220.38,no,,Repeater of FRB20220912A: DSA localization within CHIME-KKO ellipse,https://www.legacysurvey.org/viewer%20dr9%20photo%20z?ra=347.275047726805&dec=48.7204219539448&layer=ls-dr9&zoom=15&sga-parent&photoz-dr9&targets-dr9-main-dark&targets-dr9-main-bright&targets-dr9-main-sec-dark&targets-dr9-main-sec-bright
,353865009,29.98128233,74.98452905,0.0005555555556,0.007092815945,9.207753016,CHIME-KKO,CHIME/FRB,606.1570435,,,,
,356959136,312.6237277,73.9032179,0.0005555555556,0.003372321044,8.645830898,CHIME-KKO,CHIME/FRB,272.1438904,,,,
FRB20230720B,304166930,4.454361841,21.27124706,0.0003267973856,0.003837542589,8.762922509,CHIME-KKO,CHIME/FRB,532.965271,no,REMOVE: this is a duplicate,,
FRB20231104A,333356311,135.1052939,46.33991823,0.0005555555556,0.009995511994,13.29049311,CHIME-KKO,CHIME/FRB,382.9424438,no,REMOVE: this is from November -- I trust the Feb result more (slightly better angle). ITs a duplicate burst,,
,312913987,,,,,,,,,no,R117; omit from paper,,
,322056266,,,,,,,,,no,R117; omit from paper,,
