4.650000000000000000e+02,2.174000000000000000e+03,2.081499386844101451e+01,1.720052290384453675e-01,3.930000000000000000e+02,1.802484864000000000e+09,1.482836869120000000e+11,4.042550921440124512e-01
7.340000000000000000e+02,2.594000000000000000e+03,2.010715098068884643e+01,1.538461538461538547e-01,3.390000000000000000e+02,1.119830016000000000e+09,1.322586193920000000e+11,3.218879401683807373e-01
3.075000000000000000e+03,1.577000000000000000e+03,1.017291969776088933e+02,7.142857142857142461e-02,2.800000000000000000e+02,2.395483136000000000e+09,1.867557601280000000e+11,1.018151402473449707e+00
2.450000000000000000e+03,5.860000000000000000e+02,6.655781009057183439e+01,1.010152544552210818e-01,2.820000000000000000e+02,1.605476864000000000e+09,1.723089551360000000e+11,2.554588019847869873e-01
1.127000000000000000e+03,8.510000000000000000e+02,3.747818914540046364e+01,1.663780661615406053e-01,1.780000000000000000e+02,7.531885056000000000e+09,3.011820257280000000e+11,4.548445045948028564e-01
2.770000000000000000e+03,2.834000000000000000e+03,5.351179618254414549e+01,1.490711984999859852e-01,2.660000000000000000e+02,5.307568640000000000e+09,2.177042186240000000e+11,5.774974226951599121e-01
2.886000000000000000e+03,7.580000000000000000e+02,2.736607198503297411e+01,1.178511301977579334e-01,4.650000000000000000e+02,6.073587200000000000e+08,1.154329559040000000e+11,1.194059774279594421e-01
2.332000000000000000e+03,2.426000000000000000e+03,4.093391452044316736e+01,4.166666666666666435e-02,1.900000000000000000e+01,3.586091008000000000e+10,9.450158817280000000e+11,2.570752799510955811e-01
1.763000000000000000e+03,4.370000000000000000e+02,7.716603623961485425e+01,1.767766952966368932e-01,1.730000000000000000e+02,2.734870016000000000e+09,2.585532334080000000e+11,4.260888397693634033e-01
6.080000000000000000e+02,9.120000000000000000e+02,2.524031660025928403e+01,1.363636363636363535e-01,8.600000000000000000e+01,1.925747507200000000e+10,6.684069724160000000e+11,7.743283510208129883e-01
3.820000000000000000e+02,1.342000000000000000e+03,1.863055001708369218e+01,1.116484391347180166e-01,1.000000000000000000e+00,9.809286758400000000e+10,3.674519371776000000e+12,3.289688825607299805e+00
9.180000000000000000e+02,4.700000000000000000e+01,1.854965585776235315e+01,1.966404328853304795e-01,0.000000000000000000e+00,6.251713331200000000e+10,4.564979286016000000e+12,6.201022267341613770e-01
3.705000000000000000e+03,2.554000000000000000e+03,3.926431011963165219e+01,1.250000000000000000e-01,1.900000000000000000e+02,6.499924992000000000e+09,2.803852247040000000e+11,4.978670477867126465e-01
3.216000000000000000e+03,2.994000000000000000e+03,5.809304381245930671e+01,1.663780661615406053e-01,1.880000000000000000e+02,3.929122560000000000e+09,3.275297587200000000e+11,6.480214595794677734e-01
8.160000000000000000e+02,1.462000000000000000e+03,4.187488228148477276e+01,1.963383631246505001e-01,1.040000000000000000e+02,7.947912704000000000e+09,5.912703139840000000e+11,4.536723792552947998e-01
1.880000000000000000e+02,3.235000000000000000e+03,1.591655627224076319e+01,1.818181818181818232e-01,5.210000000000000000e+02,3.712642560000000000e+08,8.186932428800000000e+10,7.119436562061309814e-02
2.264000000000000000e+03,1.118000000000000000e+03,1.061287828588652893e+01,1.851851851851851749e-01,2.100000000000000000e+01,4.386976563200000000e+10,1.355470995456000000e+12,4.847926497459411621e-01
3.032000000000000000e+03,6.730000000000000000e+02,3.972612798989916172e+01,9.090909090909091161e-02,3.480000000000000000e+02,3.207028480000000000e+08,9.500536012800000000e+10,2.010631859302520752e-01
2.662000000000000000e+03,1.245000000000000000e+03,2.601238224641809538e+01,1.490711984999859852e-01,3.060000000000000000e+02,5.247582080000000000e+08,2.160882974720000000e+11,1.685183197259902954e-01
2.456000000000000000e+03,3.127000000000000000e+03,4.337933151154368261e+01,7.710579232757895640e-02,1.000000000000000000e+01,7.133501849600000000e+10,1.672067153920000000e+12,2.972655296325683594e+00
2.235000000000000000e+03,3.798000000000000000e+03,4.110976653096805933e+01,1.250000000000000000e-01,6.000000000000000000e+01,4.424676966400000000e+10,9.109955543040000000e+11,2.106860838830471039e-02
