2.040000000000000000e+02,8.700000000000000000e+02,4.723515162341951168e+01,1.010152544552210818e-01,3.180000000000000000e+02,4.560612160000000000e+08,1.662339153920000000e+11,4.709077998995780945e-02
1.840000000000000000e+03,6.560000000000000000e+02,7.545048864040259105e+02,0.000000000000000000e+00,9.100000000000000000e+01,7.335728640000000000e+09,5.220825497600000000e+11,2.482199817895889282e-01
2.077000000000000000e+03,3.858000000000000000e+03,2.009325053232008145e+02,1.176877882894626220e-01,1.230000000000000000e+02,5.811675136000000000e+09,4.501348024320000000e+11,3.024117052555084229e-01
2.035000000000000000e+03,1.511000000000000000e+03,1.211604481836721163e+02,1.764705882352941291e-01,1.210000000000000000e+02,3.776155136000000000e+09,3.185253744640000000e+11,3.421747088432312012e-01
3.160000000000000000e+02,1.477000000000000000e+03,4.274659562930536794e+01,1.515151515151515194e-01,1.400000000000000000e+01,5.165738803200000000e+10,2.196040318976000000e+12,0.000000000000000000e+00
3.543000000000000000e+03,1.728000000000000000e+03,1.142771238818386337e+02,1.597191412499849861e-01,3.150000000000000000e+02,4.065976960000000000e+08,1.760663306240000000e+11,3.863761201500892639e-02
3.259000000000000000e+03,1.104000000000000000e+03,1.122788612213080341e+02,1.428571428571428492e-01,2.430000000000000000e+02,3.767005120000000000e+08,1.896927723520000000e+11,1.999823190271854401e-02
3.703000000000000000e+03,1.650000000000000000e+02,6.618574145169488929e+02,1.505846504842085487e-01,7.800000000000000000e+01,9.200295936000000000e+09,6.300519628800000000e+11,8.143529295921325684e-01
9.730000000000000000e+02,2.640000000000000000e+03,9.013957280041591957e+01,1.505846504842085487e-01,8.800000000000000000e+01,3.739574272000000000e+09,5.657944391680000000e+11,2.456174135208129883e+00
3.597000000000000000e+03,2.255000000000000000e+03,2.032577989309271231e+02,7.692307692307692735e-02,1.840000000000000000e+02,3.218288000000000000e+08,1.557190574080000000e+11,5.982958897948265076e-02
9.430000000000000000e+02,3.821000000000000000e+03,2.208108103746663744e+02,4.761904761904761640e-02,8.400000000000000000e+01,7.648533504000000000e+09,5.798466682880000000e+11,2.054088860750198364e-01
2.040000000000000000e+03,1.511000000000000000e+03,6.081114824093106108e+01,1.176470588235294101e-01,1.210000000000000000e+02,3.776155136000000000e+09,3.185253744640000000e+11,3.421747088432312012e-01
3.545000000000000000e+03,1.730000000000000000e+03,6.401080955537715056e+01,7.142857142857142461e-02,3.150000000000000000e+02,4.065976960000000000e+08,1.760663306240000000e+11,3.863761201500892639e-02
3.324000000000000000e+03,1.080000000000000000e+03,9.726409637894117566e+01,1.064794274999899953e-01,7.100000000000000000e+01,6.204593152000000000e+09,6.131180503040000000e+11,9.205405116081237793e-01
2.157000000000000000e+03,9.100000000000000000e+01,2.199155413503308694e+02,1.131370849898476055e-01,4.100000000000000000e+01,2.270048870400000000e+10,1.051851685888000000e+12,1.918500304222106934e+00
3.840000000000000000e+02,1.335000000000000000e+03,3.765991025427393168e+01,1.600781059358212244e-01,2.000000000000000000e+00,6.759960576000000000e+10,4.129564393472000000e+12,1.121321439743041992e+00
1.546000000000000000e+03,1.400000000000000000e+03,1.412695817294210485e+02,1.000000000000000056e-01,9.700000000000000000e+01,1.212814950400000000e+10,5.461706342400000000e+11,1.303096890449523926e+00
1.311000000000000000e+03,2.837000000000000000e+03,1.124650586361683935e+02,1.597191412499849861e-01,2.850000000000000000e+02,3.438656000000000000e+08,1.796990566400000000e+11,9.604991972446441650e-02
1.046000000000000000e+03,6.370000000000000000e+02,4.054135449462590657e+01,1.885618083164126990e-01,2.780000000000000000e+02,1.926736640000000000e+09,2.026369843200000000e+11,5.259690061211585999e-02
3.961000000000000000e+03,3.600000000000000000e+03,4.130198950368846766e+01,1.897658566033678385e-01,1.150000000000000000e+02,7.709811200000000000e+09,4.728386682880000000e+11,7.425109744071960449e-01
1.500000000000000000e+01,1.899000000000000000e+03,1.222445542862975714e+02,1.499999999999999944e-01,7.000000000000000000e+01,6.582397440000000000e+09,5.411802316800000000e+11,1.970828652381896973e+00
3.699000000000000000e+03,1.135000000000000000e+03,4.748201538563692026e+01,1.802775637731994507e-01,9.500000000000000000e+01,4.356513280000000000e+09,4.866284257280000000e+11,2.949635982513427734e-01
3.973000000000000000e+03,2.100000000000000000e+03,6.459661834467214021e+02,1.064794274999899953e-01,8.200000000000000000e+01,5.562073600000000000e+09,5.657872302080000000e+11,4.396036267280578613e-01
3.547000000000000000e+03,2.502000000000000000e+03,1.258429282538276368e+02,8.281733249999222168e-02,3.100000000000000000e+01,1.753708134400000000e+10,1.189532663808000000e+12,3.255329847335815430e+00
2.343000000000000000e+03,2.605000000000000000e+03,5.768230719563417779e+02,9.523809523809523281e-02,8.500000000000000000e+01,7.121774592000000000e+09,6.082010808320000000e+11,5.654964447021484375e-01
5.420000000000000000e+02,2.470000000000000000e+03,6.871009382886202843e+01,1.397542485937368628e-01,1.350000000000000000e+02,1.587579392000000000e+09,2.854442434560000000e+11,1.189934387803077698e-01
1.739000000000000000e+03,2.658000000000000000e+03,6.875089671433316596e+01,1.581138830084189706e-01,1.010000000000000000e+02,4.915897856000000000e+09,4.972960481280000000e+11,7.006663084030151367e-01
3.200000000000000000e+02,1.476000000000000000e+03,7.787107942330771948e+01,6.060606060606060774e-02,1.400000000000000000e+01,5.165738803200000000e+10,2.196040318976000000e+12,0.000000000000000000e+00
5.430000000000000000e+02,2.468000000000000000e+03,9.628052240077545321e+01,1.250000000000000000e-01,1.350000000000000000e+02,1.587579392000000000e+09,2.854442434560000000e+11,1.189934387803077698e-01
2.410000000000000000e+03,1.301000000000000000e+03,3.066508669755135088e+02,1.054092553389459896e-01,1.200000000000000000e+01,3.983237120000000000e+10,1.673303687168000000e+12,1.205907464027404785e+00
1.647000000000000000e+03,3.698000000000000000e+03,9.630080011795152473e+01,1.250000000000000000e-01,2.070000000000000000e+02,1.234907136000000000e+09,2.695347404800000000e+11,2.408549785614013672e-01
1.371000000000000000e+03,1.746000000000000000e+03,4.200634623724956640e+01,1.597191412499849861e-01,2.920000000000000000e+02,9.658723840000000000e+08,1.783262740480000000e+11,7.342702150344848633e-02
7.050000000000000000e+02,1.521000000000000000e+03,6.675351817012503375e+01,9.090909090909091161e-02,3.590000000000000000e+02,4.983586240000000000e+08,8.844181504000000000e+10,8.336057513952255249e-02
