,Unnamed: 0,event_id,ra,dec,theta,b_error,a_error,DM,cross_correlation_snr,bb_ra_unc,bb_dec_unc,bb_ra,bb_dec,source_name,ratrue,dectrue
15,15,308566243,46.13792099533789,19.546948361269585,9.048361177252318,0.0005555555555555,0.0062161666156385,15.7705965042,27.801485,0.0080284064624166,0.0061935454561042,46.14013225654608,19.546738021522096,B0301+19,46.13815588,19.54716433
16,16,313501776,73.53289945788971,55.72835667177088,16.637545526138318,0.0005555555555555,0.0078523840886198,14.1530990601,20.917065,0.0155192600622444,0.0078310566762948,73.5257406581285,55.7289026774945,B0450+55,73.5328259,55.72807691
17,17,312263140,189.91703581178515,24.896186459918,9.701966015328487,0.0005555555555555,0.0078630216320445,9.3006086349,37.91368,0.0096544285649573,0.0078447592688368,189.9270477202319,24.89505715297469,B1237+25,189.9174296,24.89752181
18,18,310032717,25.42305346889049,60.17553186796948,20.056006754331705,0.0005555555555555,0.0140128803338166,34.92599868774414,21.57363,0.0271383212859944,0.0140308393528531,25.47167670853481,60.17078668865671,B0138+59,25.41639578,60.15895338
19,19,304592723,103.32506298840342,80.87915254242769,42.43065099220022,0.0005555555555555,0.0125540623454601,33.5630645752,21.27444,0.0579108067415783,0.0126704660730045,103.23623558795754,80.88303824807971,B0643+80,103.3141233,80.86661515
20,20,255860695,-1.0,-1.0,-1.0,-1.0,-1.0,73.85749849488096,-1.0,0.0162714313414523,0.0068513078335221,24.830930151461004,58.25173827180423,B0136+57,24.832250416666664,58.24217194444444
21,21,310048294,-1.0,-1.0,-1.0,-1.0,-1.0,15.133038080301093,-1.0,0.0098975944056847,0.0095840181596478,46.15720327428479,19.55994329684788,B0301+19,46.13815587916666,19.547164330833336
22,22,254387820,-1.0,-1.0,-1.0,-1.0,-1.0,26.819224752325404,-1.0,0.011307419518701,0.0033398481254399,53.25039875452111,54.5822672882087,B0329+54,53.24754,54.578702500000006
23,23,304050301,-1.0,-1.0,-1.0,-1.0,-1.0,57.14572075755916,-1.0,0.0116763259072394,0.0039826433150096,59.73553227251799,54.22002647303388,B0355+54,59.72381874999999,54.22047980555556
24,24,308863040,-1.0,-1.0,-1.0,-1.0,-1.0,14.62207278572732,-1.0,0.0155280764564159,0.0068000440376996,73.53406928062095,55.72551759809963,B0450+55,73.53282590083333,55.72807691361111
25,25,320930172,-1.0,-1.0,-1.0,-1.0,-1.0,56.75752687599725,-1.0,0.0076201003614566,0.0039882670677703,83.65680019235579,21.994768928358965,B0531+21,83.63305654166665,22.014497972222223
26,26,306818801,-1.0,-1.0,-1.0,-1.0,-1.0,33.36167752280642,-1.0,0.0494806743176715,0.0068995106301327,103.3553633433891,80.87275361980714,B0643+80,103.31412326958332,80.86661515499999
27,27,311637793,-1.0,-1.0,-1.0,-1.0,-1.0,27.867277941887103,-1.0,0.0167440450051578,0.0224642875542339,140.55511351690583,6.621101564217288,B0919+06,140.55855583333334,6.649779444444444
28,28,312496248,-1.0,-1.0,-1.0,-1.0,-1.0,29.8461250929298,-1.0,0.0201565852100664,0.0202750925230548,286.9456590618324,40.03293503488286,B1905+39,286.8944870708333,40.03501416666666
29,29,308766790,-1.0,-1.0,-1.0,-1.0,-1.0,11.74097549945883,-1.0,0.0146402287528439,0.0129186437937476,290.4195355119135,21.870361583418564,B1919+21,290.43688214833327,21.884193416666665
30,30,255950332,-1.0,-1.0,-1.0,-1.0,-1.0,70.73192216456923,-1.0,0.0095481607287496,0.0051569177984765,329.25025161873947,40.29723581071216,B2154+40,329.25770625,40.29610722222222
31,31,309077224,-1.0,-1.0,-1.0,-1.0,-1.0,43.51985811003249,-1.0,0.0121625834301599,0.0064154516008303,334.9575057896735,47.9169646830052,B2217+47,334.9503900633333,47.91479984833333
32,32,309080209,-1.0,-1.0,-1.0,-1.0,-1.0,152.04352493997408,-1.0,0.0306952087005352,0.0166184906670046,344.4954141215247,59.185779357778976,B2255+58,344.4906913275,59.15410523333333
33,33,304499017,-1.0,-1.0,-1.0,-1.0,-1.0,17.290069688560614,-1.0,0.0106303321212901,0.0058727989012996,348.2883564948383,42.89400358504172,B2310+42,348.28609895916657,42.88699002777778
34,34,371202925,-1.0,-1.0,-1.0,-1.0,-1.0,73.86547375566983,-1.0,0.0187075703408375,0.0089412808147296,24.84541880094169,58.23411518856673,B0136+57,24.832250416666664,58.24217194444444
35,35,371440554,-1.0,-1.0,-1.0,-1.0,-1.0,73.79874718045104,-1.0,0.015569943310083,0.006433430938819,24.84607444186499,58.22888442004501,B0136+57,24.832250416666664,58.24217194444444
36,36,378367285,-1.0,-1.0,-1.0,-1.0,-1.0,73.89830118790638,-1.0,0.0193906326597443,0.0096052617370269,24.852111149464093,58.23937699261547,B0136+57,24.832250416666664,58.24217194444444
37,37,378671426,-1.0,-1.0,-1.0,-1.0,-1.0,73.80194124041407,-1.0,0.0150535431451041,0.0064076388172386,24.873215276554483,58.24761193549112,B0136+57,24.832250416666664,58.24217194444444
38,38,349134197,-1.0,-1.0,-1.0,-1.0,-1.0,26.704585426969867,-1.0,0.0124704111555527,0.0049686424150395,53.25567765496309,54.57142947575057,B0329+54,53.24754,54.578702500000006
39,39,349157111,-1.0,-1.0,-1.0,-1.0,-1.0,14.608518640594593,-1.0,0.0146632177265324,0.0066586374017333,73.56183964647124,55.73009218811599,B0450+55,73.53282590083333,55.72807691361111
40,40,371231208,-1.0,-1.0,-1.0,-1.0,-1.0,14.604984349017954,-1.0,0.0158575754436098,0.0079620838018012,73.55897295954514,55.71108242217962,B0450+55,73.53282590083333,55.72807691361111
41,41,371475800,-1.0,-1.0,-1.0,-1.0,-1.0,14.583591463455912,-1.0,0.0152310597069085,0.0076725497267491,73.56716219079361,55.72664608812516,B0450+55,73.53282590083333,55.72807691361111
42,42,371744227,-1.0,-1.0,-1.0,-1.0,-1.0,14.60958713873586,-1.0,0.0141761305945702,0.0080068702547205,73.55928880209073,55.7152044502149,B0450+55,73.53282590083333,55.72807691361111
43,43,378402902,-1.0,-1.0,-1.0,-1.0,-1.0,14.597137303209916,-1.0,0.013403458969858,0.0053495877607085,73.54482107095801,55.72026048993965,B0450+55,73.53282590083333,55.72807691361111
44,44,349156065,-1.0,-1.0,-1.0,-1.0,-1.0,56.73765041337356,-1.0,0.0075766217769151,0.0039263187739369,77.6227608296057,23.06633631615692,B0531+21,83.63305654166665,22.014497972222223
45,45,371223390,-1.0,-1.0,-1.0,-1.0,-1.0,56.732593952505646,-1.0,0.0066694765175967,0.0042322847529988,83.64062677106307,21.968606718968463,B0531+21,83.63305654166665,22.014497972222223
46,46,371238089,-1.0,-1.0,-1.0,-1.0,-1.0,56.73087451094048,-1.0,0.0074236534415279,0.0046337207267339,83.65774072114155,21.99062724630081,B0531+21,83.63305654166665,22.014497972222223
47,47,371483824,-1.0,-1.0,-1.0,-1.0,-1.0,56.72985046108412,-1.0,0.007191284329335,0.0039236405208646,83.65184891651194,21.989394281656164,B0531+21,83.63305654166665,22.014497972222223
48,48,371733536,-1.0,-1.0,-1.0,-1.0,-1.0,56.72927499070888,-1.0,0.0159306105180724,0.0045810773526001,73.55112274573129,23.45562420900368,B0531+21,83.63305654166665,22.014497972222223
49,49,348960278,-1.0,-1.0,-1.0,-1.0,-1.0,27.29225157563259,-1.0,0.0100183751838964,0.0147242402121784,140.56030034015728,6.645904180404791,B0919+06,140.55855583333334,6.649779444444444
50,50,371069328,-1.0,-1.0,-1.0,-1.0,-1.0,27.291946867258925,-1.0,0.0088070279195481,0.0124461719679817,140.56622097188708,6.617410994697147,B0919+06,140.55855583333334,6.649779444444444
51,51,371271716,-1.0,-1.0,-1.0,-1.0,-1.0,27.291936510927627,-1.0,0.0073222151316823,0.0058975160136267,140.5805483162237,6.626149698459463,B0919+06,140.55855583333334,6.649779444444444
52,52,371516251,-1.0,-1.0,-1.0,-1.0,-1.0,27.294189995532847,-1.0,0.0075615123917597,0.0068017308880449,140.56423728153615,6.618315536396844,B0919+06,140.55855583333334,6.649779444444444
53,53,378178722,-1.0,-1.0,-1.0,-1.0,-1.0,27.28077383184165,-1.0,0.0093248252060345,0.0144891936799164,140.58223841858046,6.640213953476431,B0919+06,140.55855583333334,6.649779444444444
54,54,349021616,-1.0,-1.0,-1.0,-1.0,-1.0,30.933759431712968,-1.0,0.0148481625497837,0.0102488584123757,286.91297221068845,40.04399123771197,B1905+39,286.8944870708333,40.03501416666666
55,55,371113264,-1.0,-1.0,-1.0,-1.0,-1.0,31.11042610315161,-1.0,0.0197422329538162,0.0152349737370414,286.9124075176025,40.021998775380105,B1905+39,286.8944870708333,40.03501416666666
56,56,371345768,-1.0,-1.0,-1.0,-1.0,-1.0,30.97387130213965,-1.0,0.0204850621978855,0.0180608917615168,286.8796273598764,40.02551218605225,B1905+39,286.8944870708333,40.03501416666666
57,57,371556647,-1.0,-1.0,-1.0,-1.0,-1.0,30.89923042934936,-1.0,0.0217913227013459,0.0161493818985955,286.87690970217363,40.02305565003547,B1905+39,286.8944870708333,40.03501416666666
58,58,362667514,-1.0,-1.0,-1.0,-1.0,-1.0,14.193753990069236,-1.0,0.0082851585167635,0.0050384029743816,304.5271514691095,28.664663868204105,B2016+28,304.51594819375,28.66501
59,59,364412045,-1.0,-1.0,-1.0,-1.0,-1.0,14.191341153267777,-1.0,0.0077953154393315,0.003980641245265,304.5116745022215,28.671398384392976,B2016+28,304.51594819375,28.66501
60,60,378255865,-1.0,-1.0,-1.0,-1.0,-1.0,14.200917088595048,-1.0,0.0077963921376191,0.0040554660553633,304.52760295273515,28.66269420630185,B2016+28,304.51594819375,28.66501
61,61,358764857,-1.0,-1.0,-1.0,-1.0,-1.0,25.32176462977137,-1.0,0.0115290754502603,0.0065120946818027,248.6440479870872,44.838466105393614,J1634+44,98.62458333333332,44.836333333333336
